journal,title,authors,abstract,cite,jel,url,vol,doi,year
Journal of Monetary Economics,On the optimality of activist policies with a less informed government,"['Benassy, Jean-Pascal']",No abstract is available for this item.,"Benassy, Jean-Pascal, 2001. ""On the optimality of activist policies with a less informed government,"" Journal of Monetary Economics, Elsevier, vol. 47(1), pages 45-59, February.",N\A,https://ideas.repec.org/a/eee/moneco/v47y2001i1p45-59.html,"47(1), pages 45-59, February.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00044-1,2001
Journal of Monetary Economics,On measuring the welfare cost of business cycles,"['Otrok, Christopher']","Lucas (1987) argues that the gain from eliminating aggregate fluctuations is trivial. Following Lucas, a number of researchers have altered assumptions on preferences and found that the gain from eliminating business cycles are potentially very large. However, in these exercises little discipline is placed on preference parameters. This paper estimates the welfare cost of business cycles, allowing for potential time-non-separabilities in preferences, where discipline is placed on the choice of preference parameters by requiring that the preferences be consistent with observed fluctuations in a model of business cycles. That is, a theoretical real business cycle world is constructed and the representative agent is then placed in this world. The agent responds optimally to exogenous shocks, given the frictions in the economy. The agent's preference parameters, along with other structural parameters, are estimated using a Bayesian procedure involving Markov Chain Monte Carlo methods. Two main results emerge from the paper. First, the form for the time-non-separability estimated in this paper is very different than the forms suggested and used elsewhere in the literature. Second, the welfare cost of business cycles is close to Lucas's estimate.(This abstract was borrowed from another version of this item.)","Otrok, Christopher, 2001. ""On measuring the welfare cost of business cycles,"" Journal of Monetary Economics, Elsevier, vol. 47(1), pages 61-92, February.",N\A,https://ideas.repec.org/a/eee/moneco/v47y2001i1p61-92.html,"47(1), pages 61-92, February.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00052-0,2001
Journal of Monetary Economics,Relative prices and investment rates,"['Restuccia, Diego', 'Urrutia, Carlos']",No abstract is available for this item.,"Restuccia, Diego & Urrutia, Carlos, 2001. ""Relative prices and investment rates,"" Journal of Monetary Economics, Elsevier, vol. 47(1), pages 93-121, February.",N\A,https://ideas.repec.org/a/eee/moneco/v47y2001i1p93-121.html,"47(1), pages 93-121, February.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00049-0,2001
Journal of Monetary Economics,"Commitment, coordination failures, and delayed reforms","['Chang, Roberto']",No abstract is available for this item.,"Chang, Roberto, 2001. ""Commitment, coordination failures, and delayed reforms,"" Journal of Monetary Economics, Elsevier, vol. 47(1), pages 123-144, February.",N\A,https://ideas.repec.org/a/eee/moneco/v47y2001i1p123-144.html,"47(1), pages 123-144, February.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00045-3,2001
Journal of Monetary Economics,Heterogeneous forecasts and aggregate dynamics,"['Bomfim, Antulio N.']","Motivated by issues raised in both the finance and economics literatures, I construct a dynamic general equilibrium model where agents use differing degrees of sophistication when forecasting future economic conditions. All agents solve standard dynamic optimization problems and face strategic complementarity in production, but some solve their inference problems based on simple forecasting rules of thumb. Assuming a hierarchical information structure similar to the one in Townsend's (1983) model of informationally dispersed markets, I show that even a minority of rule-of-thumb forecasters can have a significant effect on the aggregate properties of the economy. For instance, as agents try to forecast each others' behavior they effectively strengthen the internal propagation mechanism of the economy. The quantitative results are obtained by calibrating the model and running a battery of sensitivity tests on key parameters. The analysis highlights the role of strategic complementarity in the heterogeneous expectations literature and quantifies many qualitative claims about the aggregate implications of expectational heterogeneity.(This abstract was borrowed from another version of this item.)","Bomfim, Antulio N., 2001. ""Heterogeneous forecasts and aggregate dynamics,"" Journal of Monetary Economics, Elsevier, vol. 47(1), pages 145-161, February.",N\A,https://ideas.repec.org/a/eee/moneco/v47y2001i1p145-161.html,"47(1), pages 145-161, February.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00046-5,2001
Journal of Monetary Economics,Government production of investment goods and aggregate labor productivity,"['SchmitzJr, James A.']","In this paper, I estimate the impact on aggregate labor productivity of having government, rather than private industry, produce investment goods. This policy was pursued to varying degrees by Egypt, India, Turkey, among others. The policy has a large impact because there is both a direct effect (on the production function in the investment sector) and a secondary effect (on the economy-wide capital stock per worker). I estimate that this policy alone accounted for about one-third of Egypt's aggregate labor productivity gap with the United States during the 1960s.(This abstract was borrowed from another version of this item.)","SchmitzJr, James A., 2001. ""Government production of investment goods and aggregate labor productivity,"" Journal of Monetary Economics, Elsevier, vol. 47(1), pages 163-187, February.",N\A,https://ideas.repec.org/a/eee/moneco/v47y2001i1p163-187.html,"47(1), pages 163-187, February.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00050-7,2001
Journal of Monetary Economics,"Conflict of interest in universal banking: Bank lending, stock underwriting, and fund management","['Ber, Hedva', 'Yafeh, Yishay', 'Yosha, Oved']",No abstract is available for this item.,"Ber, Hedva & Yafeh, Yishay & Yosha, Oved, 2001. ""Conflict of interest in universal banking: Bank lending, stock underwriting, and fund management,"" Journal of Monetary Economics, Elsevier, vol. 47(1), pages 189-218, February.",N\A,https://ideas.repec.org/a/eee/moneco/v47y2001i1p189-218.html,"47(1), pages 189-218, February.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00051-9,2001
Journal of Monetary Economics,Homework in labor economics: Household production and intertemporal substitution,"['Rupert, Peter', 'Rogerson, Richard', 'Wright, Randall']",No abstract is available for this item.,"Rupert, Peter & Rogerson, Richard & Wright, Randall, 2000. ""Homework in labor economics: Household production and intertemporal substitution,"" Journal of Monetary Economics, Elsevier, vol. 46(3), pages 557-579, December.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i3p557-579.html,"46(3), pages 557-579, December.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00038-6,2000
Journal of Monetary Economics,"Long-run neutrality, high inflation, and bank insolvencies in Argentina and Brazil","['Bae, Sang-Kun', 'Ratti, Ronald A.']",No abstract is available for this item.,"Bae, Sang-Kun & Ratti, Ronald A., 2000. ""Long-run neutrality, high inflation, and bank insolvencies in Argentina and Brazil,"" Journal of Monetary Economics, Elsevier, vol. 46(3), pages 581-604, December.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i3p581-604.html,"46(3), pages 581-604, December.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00041-6,2000
Journal of Monetary Economics,"Realignment expectations and the US dollar, 1890-1897: Was there a 'Peso problem'?","['Paul Hallwood, C.', 'MacDonald, Ronald', 'Marsh, Ian W.']",No abstract is available for this item.,"Paul Hallwood, C. & MacDonald, Ronald & Marsh, Ian W., 2000. ""Realignment expectations and the US dollar, 1890-1897: Was there a 'Peso problem'?,"" Journal of Monetary Economics, Elsevier, vol. 46(3), pages 605-620, December.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i3p605-620.html,"46(3), pages 605-620, December.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00040-4,2000
Journal of Monetary Economics,Sticky prices and volatile output,"['Ellison, Martin', 'Scott, Andrew']","This paper examines the effect of introducing a specific type of price stickiness into a stochastic growth model subject to a cash-in-advance constraint. As in previous studies, it is found that the introduction of price rigidities provides a substantial source of monetary non-neutrality that contributes significantly to output volatility. It is shown that the introduction of this form of sticky prices improves the model's performance at explaining inflation, but worsens it for output. The most dramatic failure of the model is the extremely high-frequency fluctuations in output that it generates. Sticky prices not only fail to produce persistent business cycle fluctuations but they generate volatility at very high frequencies.(This abstract was borrowed from another version of this item.)","Ellison, Martin & Scott, Andrew, 2000. ""Sticky prices and volatile output,"" Journal of Monetary Economics, Elsevier, vol. 46(3), pages 621-632, December.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i3p621-632.html,"tile output,"" Journal of Monetary Economics, Elsevier,",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00039-8,2000
Journal of Monetary Economics,Optimal monetary policy with staggered wage and price contracts,"['Erceg, Christopher J.', 'Henderson, Dale W.', 'Levin, Andrew T.']","We formulate an optimizing-agent model in which both labor and product markets exhibit monopolistic competition and staggered nominal contracts. The unconditional expectation of average household utility can be expressed in terms of the unconditional variances of the output gap, price inflation, and wage inflation. Monetary policy cannot replicate the Pareto-optimal equilibrium that would occur under completely flexible wages and prices; that is, the model exhibits a tradeoff between stabilizing the output gap, price inflation, and wage inflation. The Pareto optimum is attainable only if either wages or prices are completely flexible. For reasonable calibrations of the model, we characterize the optimal policy rule. Furthermore, strict price inflation targeting is clearly suboptimal, whereas rules that also respond to either the output gap or wage inflation are nearly optimal.(This abstract was borrowed from another version of this item.)","Erceg, Christopher J. & Henderson, Dale W. & Levin, Andrew T., 2000. ""Optimal monetary policy with staggered wage and price contracts,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 281-313, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p281-313.html,"46(2), pages 281-313, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00028-3,2000
Journal of Monetary Economics,Why do monetary policies matter? An experimental study of saving and inflation in an overlapping generations model,"['Bernasconi, Michele', 'Kirchkamp, Oliver']","We study experiments of an overlapping generations model where inflation is determined by the monetary policy and by the amount of average saving within each period. We use a new experimental setup that allows us to observe more details of the process of expectation forming and separate this process from the actual saving process. In contrast to experimental findings by Lim, Prescott, Sunder; Marimon, Spear, Sunder; and Marimon, Sunder we find that (1) agents do not form first-order adaptive expectations; (2) subjects ‘over-save’ for precautionary reasons; as a result (3) the so-called Friedman conjecture holds, i.e. monetary policies which are equivalent in static equilibrium exhibit different levels and different volatility of inflation in the experiment. This may generate important policy trade-offs between monetary regimes. We discuss our findings and relate them to current research on adaptive learning and the role it may have in ranking alternative monetary policies.(This abstract was borrowed from another version of this item.)","Bernasconi, Michele & Kirchkamp, Oliver, 2000. ""Why do monetary policies matter? An experimental study of saving and inflation in an overlapping generations model,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 315-343, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p315-343.html,"46(2), pages 315-343, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00030-1,2000
Journal of Monetary Economics,Results of a study of the stability of cointegrating relations comprised of broad monetary aggregates,"['Carlson, John B.', 'Hoffman, Dennis L.', 'Keen, Benjamin D.', 'Rasche, Robert H.']","There is strong evidence of a stable ?money demand? relationship for MZM and M2 through the 1990s. Though the M2 relationship breaks down somewhere around 1990, evidence has been accumulating that the disturbance is well characterized as a permanent upward shift in M2 velocity that began around 1990 and was largely over by 1994. This paper?s results support the hypothesis that households permanently reallocated a portion of their wealth from time deposits to mutual funds. This reallocation may have been induced by depository restructuring, but it could also be explained by appropriately measured opportunity cost.(This abstract was borrowed from another version of this item.)","Carlson, John B. & Hoffman, Dennis L. & Keen, Benjamin D. & Rasche, Robert H., 2000. ""Results of a study of the stability of cointegrating relations comprised of broad monetary aggregates,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 345-383, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p345-383.html,"46(2), pages 345-383, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00029-5,2000
Journal of Monetary Economics,"Comovement, excess volatility, and home production","['Chang, Yongsung']",No abstract is available for this item.,"Chang, Yongsung, 2000. ""Comovement, excess volatility, and home production,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 385-396, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p385-396.html,"tility, and home production,"" Journal of Monetary Economics, Elsevier,",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00026-X,2000
Journal of Monetary Economics,Schooling and economic growth: A King-Rebelo experiment with human capital,"['Rangazas, Peter']",No abstract is available for this item.,"Rangazas, Peter, 2000. ""Schooling and economic growth: A King-Rebelo experiment with human capital,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 397-416, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p397-416.html,"46(2), pages 397-416, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00033-7,2000
Journal of Monetary Economics,"Monopolistic competition, increasing returns to scale, and the welfare costs of inflation","['Wu, Yangru', 'Zhang, Junxi']",No abstract is available for this item.,"Wu, Yangru & Zhang, Junxi, 2000. ""Monopolistic competition, increasing returns to scale, and the welfare costs of inflation,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 417-440, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p417-440.html,"46(2), pages 417-440, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00036-2,2000
Journal of Monetary Economics,"Seasonal cycles, business cycles, and monetary policy","['Liu, Zheng']",No abstract is available for this item.,"Liu, Zheng, 2000. ""Seasonal cycles, business cycles, and monetary policy,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 441-464, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p441-464.html,"46(2), pages 441-464, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00031-3,2000
Journal of Monetary Economics,Dynamic asset pricing effects and incidence of realization-based capital gains taxes,"['Viard, Alan D.']",No abstract is available for this item.,"Viard, Alan D., 2000. ""Dynamic asset pricing effects and incidence of realization-based capital gains taxes,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 465-488, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p465-488.html,"46(2), pages 465-488, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00034-9,2000
Journal of Monetary Economics,Open mouth operations,"['Guthrie, Graeme', 'Wright, Julian']",No abstract is available for this item.,"Guthrie, Graeme & Wright, Julian, 2000. ""Open mouth operations,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 489-516, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p489-516.html,"46(2), pages 489-516, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00035-0,2000
Journal of Monetary Economics,A model of the bimetallic system,"['Oppers, Stefan Erik']","This paper formalizes Irving Fisher’s century-old model of bimetallism and adds the important “disequilibrium” dynamics to deal with the long periods during which bimetallic countries were on effective monometallic standards. It resolves a long standing puzzle in the bimetallic literature regarding the remarkable stability of the gold/silver price ratio in the nineteenth century by modeling the bimetallic mint ratio as a regulating barrier to the gold/silver price ratio. It thus provides a clean-cut example of a target-zone model that—in contrast to other such models in the literature—exhibits the main predicted nonlinearities in the data. This is a Paper on Policy Analysis and Assessment and the author(s) would welcome any comments on the present text. Citations should refer to a Paper on Policy Analysis and Assessment of the International Monetary Fund, mentioning the author(s) and the date of issuance. The views expressed are those of the author(s) and do not necessarily represent those of the Fund.(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)(This abstract was borrowed from another version of this item.)","Oppers, Stefan Erik, 2000. ""A model of the bimetallic system,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 517-533, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p517-533.html,"46(2), pages 517-533, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00032-5,2000
Journal of Monetary Economics,Interbank payments and the daily federal funds rate,"['Furfine, Craig H.']",No abstract is available for this item.,"Furfine, Craig H., 2000. ""Interbank payments and the daily federal funds rate,"" Journal of Monetary Economics, Elsevier, vol. 46(2), pages 535-553, October.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i2p535-553.html,"46(2), pages 535-553, October.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00027-1,2000
Journal of Monetary Economics,The comovement between output and prices,"['den Haan, Wouter J.']"," Replication of Wouter J. den Haan(2000), ""The comovement between output and prices,"" Journal of Monetary Economics, vol 46, no 1, 3-30.(This abstract was borrowed from another version of this item.)","den Haan, Wouter J., 2000. ""The comovement between output and prices,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 3-30, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p3-30.html,"46(1), pages 3-30, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00016-7,2000
Journal of Monetary Economics,Financial intermediation and growth: Causality and causes,"['Levine, Ross', 'Loayza, Norman', 'Beck, Thorsten']","The authors evaluate: a) whether the level of development of financial intermediaries exerts a casual influence on economic growth; and b) whether cross-country differences in legal and accounting systems (such as creditor rights, contract enforcement, and accounting standards) explain differences in the level of financial development. Using both traditional cross-section, instrumental-variable procedures and recent dynamic panel techniques, they find that development of financial intermediaries exerts a large causal impact on growth. The data also show that cross-country differences in legal and accounting systems help determine differences in financial development. Together, these findings suggest that legal and accounting reform that strengthens creditor rights, contract enforcement, and accounting practices boosts financial development and accelerates economic growth.(This abstract was borrowed from another version of this item.)","Levine, Ross & Loayza, Norman & Beck, Thorsten, 2000. ""Financial intermediation and growth: Causality and causes,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 31-77, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p31-77.html,"46(1), pages 31-77, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00017-9,2000
Journal of Monetary Economics,The uncertain trend in U.S. GDP,"['Murray, Christian J.', 'Nelson, Charles R.']","Several recent papers conclude that U.S. real GDP is trend stationary, implying that all shocks are transitory and long run path is deterministic. These inferences fail to take into account two problems: the distortion of test size in finite samples due to data-based model selection, and the fragility of unit root tests in the face of plausible departures from the maintained hypothesis of temporal homogeneity. Indeed, additive outliers that alter the level of output for only one period reliably trigger false rejections of the unit root hypothesis when it is true and signal the presence of permanent shifts in trend that did not occur. Trend stationarity is not supported by the more homogeneous post-war data and if imposed would imply business cycles of implausble duration and pattern - the economy was 8% below the trend line in 1994(This abstract was borrowed from another version of this item.)","Murray, Christian J. & Nelson, Charles R., 2000. ""The uncertain trend in U.S. GDP,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 79-95, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p79-95.html,"46(1), pages 79-95, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00018-0,2000
Journal of Monetary Economics,The evolution of cash transactions: Some implications for monetary policy,"['Schreft, Stacey L.', 'Smith, Bruce D.']","This paper considers the implications for monetary policy of a decreasing demand for outside money. It finds that even perpetual declines in the demand for base money pose no threat to the traditional methods employed for conducting monetary policy. The effects of such reductions in the demand for central bank liabilities, however, do depend on how monetary policy is conducted. Four monetary policy regimes are analyzed. With a policy of nominal-interest-rate targeting, a secular decline in the volume of cash transactions unambiguously leads to accelerating inflation. A policy of maintaining a fixed composition of government liabilities leads to accelerating (decelerating) inflation if agents have sufficiently high (low) levels of risk aversion. Inflation targeting produces falling nominal and real interest rates, while a policy of fixing the rate of money growth can easily lead to indeterminacy and endogenous oscillation in interest rates. It is argued that a policy of fixing the composition of government liabilities has several advantages if it is known that agents are not too risk averse and that the asymptotic demand for base money is small. If this information is not known, then interest-rate or inflation targeting have an advantage because their consequences are not sensitive to such environmental features.(This abstract was borrowed from another version of this item.)","Schreft, Stacey L. & Smith, Bruce D., 2000. ""The evolution of cash transactions: Some implications for monetary policy,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 97-120, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p97-120.html,"tion of cash transactions: Some implications for monetary policy,"" Journal of Monetary Economics, Elsevier,",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00021-0,2000
Journal of Monetary Economics,Mass layoffs and unemployment,"['Caplin, Andrew', 'Leahy, John']",Mass layoffs give rise to groups of unemployed workers who possess similar characteristics and therefore may learn from one another's experience searching for a new job. Two factors lead them to be too selective in the job offers that they accept. The first is an information externality: searchers fail to take into account the value of their experience to others. The second is an incentive to free ride: each worker would like others to experiment and reveal information concerning productive jobs. Together these forces imply that in equilibrium the natural rate of unemployment is too high.(This abstract was borrowed from another version of this item.),"Caplin, Andrew & Leahy, John, 2000. ""Mass layoffs and unemployment,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 121-142, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p121-142.html,"46(1), pages 121-142, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00014-3,2000
Journal of Monetary Economics,"Wages, business cycles, and comparative advantage","['Chang, Yongsung']",No abstract is available for this item.,"Chang, Yongsung, 2000. ""Wages, business cycles, and comparative advantage,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 143-171, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p143-171.html,"46(1), pages 143-171, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00015-5,2000
Journal of Monetary Economics,Informality and rent-seeking bureaucracies in a model of long-run growth,"['Sarte, Pierre-Daniel G.']","This paper explores the links among growth, the informal economy, and rent-seeking bureaucracies. The presence of congestion associated with the enforcement of property right implies that informality can be useful. Whether bureaucratic rent-seeking is detrimental to growth then depends on how good a substitute informality is to production in the formal sector. In order to create profits which can be appropriated, rent-seeking bureaucrats limit entry into the formal economy. As a result, firms operate in the informal sector even when the cost of informality is high, in which case lower growth emerges. However, when the cost of informality is low, a large number of firms choose to operate informally irrespective of entry conditions. In the latter case, growth is unaffected by a rent-seeking bureaucracy as entry restrictions in the formal economy do not bind.(This abstract was borrowed from another version of this item.)","Sarte, Pierre-Daniel G., 2000. ""Informality and rent-seeking bureaucracies in a model of long-run growth,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 173-197, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p173-197.html,"46(1), pages 173-197, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00020-9,2000
Journal of Monetary Economics,"Monetary policy, parameter uncertainty and optimal learning","['Wieland, Volker']","Since central banks have limited information concerning the transmission channel of monetary policy, they are faced with the difficult task of simultaneously controlling the policy target and estimating the impact of policy actions. A tradeoff between estimation and control arises because policy actions influence estimation and provide information which may improve future performance. I analyze this tradeoff in a simple model with parameter uncertainty and conduct dynamic simulations of the policymaker's decision problem in the presence of the type of uncertainties that arose in the wake of German reunification. A policy that separates learning from control may induce a persistent upward bias in money growth and inflation, just as observed after unification. In contrast, the optimal learning strategy which exploits the tradeoff between control and estimation significantly improves stabilization performance and reduces the likelihood of inflationary bias.(This abstract was borrowed from another version of this item.)","Wieland, Volker, 2000. ""Monetary policy, parameter uncertainty and optimal learning,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 199-228, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p199-228.html,"46(1), pages 199-228, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00023-4,2000
Journal of Monetary Economics,Does the fed act gradually? A VAR analysis,"['Sack, Brian']",No abstract is available for this item.,"Sack, Brian, 2000. ""Does the fed act gradually? A VAR analysis,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 229-256, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p229-256.html,"46(1), pages 229-256, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00019-2,2000
Journal of Monetary Economics,Bank runs and currency run in a system without a safety net: Argentina and the 'tequila' shock,"['Schumacher, Liliana']",No abstract is available for this item.,"Schumacher, Liliana, 2000. ""Bank runs and currency run in a system without a safety net: Argentina and the 'tequila' shock,"" Journal of Monetary Economics, Elsevier, vol. 46(1), pages 257-277, August.",N\A,https://ideas.repec.org/a/eee/moneco/v46y2000i1p257-277.html,"46(1), pages 257-277, August.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00022-2,2000
Journal of Monetary Economics,Growth uncertainty and risksharing,"['Athanasoulis, Stefano G.', 'van Wincoop, Eric']","We propose a new methodology to evaluate the gains from global risksharing that is closely connected to the empirical growth literature. We obtain estimates of residual risk (growth uncertainty) at various horizons from regressions of country-specific deviations from world growth on a wide set of variables in the information set. Since this residual risk can be entirely hedged, we use it to obtain a measure of welfare gain that can be achieved by a representative country. We find that nations can reap very large benefits from engaging in such risksharing arrangements. Using post-war data, the gain for a 35-year horizon, corresponding to an equivalent permanent increase in consumption, is 6.6% when based on a set of 49 countries, and 1.5% when based on 21 OECD countries. Using historical data from 1870 to 1990, we find that the potential gain for a 120-year horizon ranges from 4.9% for a small set of rich countries to 16.5% for a broad set of 24 countries.(This abstract was borrowed from another version of this item.)","Athanasoulis, Stefano G. & van Wincoop, Eric, 2000. ""Growth uncertainty and risksharing,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 477-505, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p477-505.html,"45(3), pages 477-505, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00003-9,2000
Journal of Monetary Economics,Risk-sensitive real business cycles,"['TallariniJr., Thomas D.']","This paper considers the business cycle, asset pricing, and welfare effects of increased risk aversion, while holding intertemporal substitution preferences constant. I show that increasing risk aversion does not significantly affect the relative variabilities and co-movements of aggregate quantity variables. At the same time, it dramatically improves the model's asset market predictions. The welfare costs of business cycles increase when preference parameters are chosen to match financial data.(This abstract was borrowed from another version of this item.)","TallariniJr., Thomas D., 2000. ""Risk-sensitive real business cycles,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 507-532, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p507-532.html,"45(3), pages 507-532, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00012-X,2000
Journal of Monetary Economics,Risk sharing by households within and across regions and industries,"['Hess, Gregory D.', 'Shin, Kwanho']","Cochrane (1991) and Mace (1991) test if risk sharing across households is complete in the sense that household consumption moves one-for-one with aggregate consumption. In their studies the source of income risk is idiosyncratic, and agents can share risk across the entire economy. Using a sample of households from the Panel Study on Income Dynamics (PSID), we explore whether individuals diversify the risk associated within their industries and regions, as well as across industries and regions. We find that there is stronger evidence of within region and industry risk sharing than across region and industry risk sharing. In neither case, however, is the risk sharing complete.(This abstract was borrowed from another version of this item.)","Hess, Gregory D. & Shin, Kwanho, 2000. ""Risk sharing by households within and across regions and industries,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 533-560, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p533-560.html,"45(3), pages 533-560, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00007-6,2000
Journal of Monetary Economics,Exchange rate anomalies in the industrial countries: A solution with a structural VAR approach,"['Kim, Soyoung', 'Roubini, Nouriel']",No abstract is available for this item.,"Kim, Soyoung & Roubini, Nouriel, 2000. ""Exchange rate anomalies in the industrial countries: A solution with a structural VAR approach,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 561-586, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p561-586.html,"45(3), pages 561-586, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00010-6,2000
Journal of Monetary Economics,"The terms of trade, productivity growth and the current account","['Iscan, Talan B.']",No abstract is available for this item.,"Iscan, Talan B., 2000. ""The terms of trade, productivity growth and the current account,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 587-611, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p587-611.html,"45(3), pages 587-611, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00008-8,2000
Journal of Monetary Economics,Exchange rates and the fiscal theory of the price level,"['Dupor, Bill']",No abstract is available for this item.,"Dupor, Bill, 2000. ""Exchange rates and the fiscal theory of the price level,"" Journal of Monetary Economics, Elsevier, vol. 45(3), pages 613-630, June.",N\A,https://ideas.repec.org/a/eee/moneco/v45y2000i3p613-630.html,"45(3), pages 613-630, June.",http://www.sciencedirect.com/science/article/pii/S0304-3932(00)00006-4,2000
